	98
	0	2	3	0	2	3	0	2	3	1	0	1	0	4	0.096732
	0	2	3	0	2	3	0	2	3	0	2	3	0	4	-0.157000
	0	2	3	0	2	3	0	2	5	1	0	1	0	4	-0.391879
	0	2	3	0	2	3	0	2	5	0	2	3	0	4	-0.368261
	0	2	3	0	2	3	0	2	5	0	2	5	0	4	-1.133500
	0	2	3	0	2	5	0	2	3	1	0	1	0	4	-0.780700
	0	2	3	0	2	5	0	2	3	0	2	3	0	4	0.368261
	0	2	3	0	2	5	0	2	3	0	2	5	0	4	-2.160200
	0	2	3	0	2	5	0	2	5	1	0	1	0	4	-0.563800
	0	2	3	0	2	5	0	2	5	0	2	3	0	4	-2.385000
	0	2	3	0	2	5	0	2	5	0	2	5	0	4	0.218637
	0	2	5	1	0	1	0	2	5	1	0	1	0	4	-0.695650
	0	2	5	0	2	3	0	2	5	1	0	1	0	4	-0.461600
	0	2	5	0	2	3	0	2	5	0	2	3	0	4	-2.160200
	0	2	5	0	2	5	0	2	5	1	0	1	0	4	-0.547725
	0	2	5	0	2	5	0	2	5	0	2	3	0	4	-0.218637
	0	2	5	0	2	5	0	2	5	0	2	5	0	4	-0.989900
	1	0	1	0	2	5	1	0	1	0	2	5	0	6	-1.643350
	1	0	1	0	2	5	0	2	3	0	2	3	0	6	0.325198
	1	0	1	0	2	5	0	2	3	0	2	5	0	6	-0.222750
	1	0	1	0	2	5	0	2	5	1	0	1	0	6	-2.290350
	1	0	1	0	2	5	0	2	5	0	2	3	0	6	0.673450
	1	0	1	0	2	5	0	2	5	0	2	5	0	6	-1.269540
	0	2	3	0	2	3	0	2	3	0	2	3	0	6	-2.980000
	0	2	3	0	2	3	0	2	5	1	0	1	0	6	0.325198
	0	2	3	0	2	3	0	2	5	0	2	3	0	6	1.342442
	0	2	3	0	2	3	0	2	5	0	2	5	0	6	0.981200
	0	2	3	0	2	5	0	2	3	0	2	3	0	6	-1.342442
	0	2	3	0	2	5	0	2	3	0	2	5	0	6	-0.409300
	0	2	3	0	2	5	0	2	5	1	0	1	0	6	-0.673450
	0	2	3	0	2	5	0	2	5	0	2	3	0	6	0.887000
	0	2	3	0	2	5	0	2	5	0	2	5	0	6	-1.585828
	0	2	5	1	0	1	0	2	5	1	0	1	0	6	-1.643350
	0	2	5	0	2	3	0	2	5	1	0	1	0	6	0.222750
	0	2	5	0	2	3	0	2	5	0	2	3	0	6	-0.409300
	0	2	5	0	2	5	0	2	5	1	0	1	0	6	-1.269540
	0	2	5	0	2	5	0	2	5	0	2	3	0	6	1.585828
	0	2	5	0	2	5	0	2	5	0	2	5	0	6	-1.401800
	0	2	3	0	2	5	0	2	3	0	2	5	0	8	-2.858050
	0	2	3	0	2	5	0	2	5	0	2	3	0	8	-1.607150
	0	2	3	0	2	5	0	2	5	0	2	5	0	8	0.930199
	0	2	5	0	2	3	0	2	5	0	2	3	0	8	-2.858050
	0	2	5	0	2	5	0	2	5	0	2	3	0	8	-0.930199
	0	2	5	0	2	5	0	2	5	0	2	5	0	8	-0.213600
	0	2	5	0	2	5	0	2	5	0	2	5	0	10	-4.381100
